trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:adaptation_action@extend,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@repeat,event:adaptation_action@shorten,event:adaptation_action@skip,event:resource,event:trace_id,event:@@case_index,event:@@index,event:start_weekday,event:duration,succession:concept:name@A#A,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@I#I,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
273,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,344,273,2275,1,0.0,0,1,1,1,1,0,1,1,0,0,1,248.94975128333334,shorten
274,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,345,274,2283,1,0.0,0,1,1,1,1,0,1,1,0,0,1,269.58961841666667,skip
275,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,346,275,2290,1,0.0,0,1,1,1,0,1,0,1,0,0,1,208.12962503333333,repeat
276,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,347,276,2297,2,0.0,0,1,1,1,0,1,0,1,0,0,1,178.66764366666666,insert
277,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,348,277,2304,2,0.0,0,1,1,1,0,1,0,1,0,0,1,255.6102293,repeat
278,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,349,278,2311,2,0.0,0,1,1,1,0,1,0,1,0,0,1,248.76276145,shorten
279,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,35,279,2319,2,0.0,0,1,1,1,1,0,1,1,0,0,1,254.05507371666667,skip
280,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,350,280,2326,1,0.0,0,1,1,1,0,1,0,1,0,0,1,207.42445706666666,insert
281,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,351,281,2334,1,0.0,0,1,1,1,1,0,1,1,0,0,1,199.30501286666666,repeat
282,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,352,282,2342,1,0.0,0,1,1,1,1,0,1,1,0,0,1,238.99471483333335,repeat
283,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,353,283,2350,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1209.3045973,skip
284,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,354,284,2362,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1230.8836330333334,skip
285,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,355,285,2372,2,0.0,1,1,1,1,1,0,1,1,0,0,1,1226.18602565,skip
286,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,356,286,2380,2,0.0,0,1,1,1,1,0,1,1,0,0,1,268.81448901666664,skip
287,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,357,287,2387,2,0.0,0,1,1,1,0,1,0,1,0,0,1,222.56133566666668,repeat
288,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,358,288,2394,2,0.0,0,1,1,1,0,1,0,1,0,0,1,181.98697175,insert
289,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,359,289,2402,2,0.0,0,1,1,1,1,0,1,1,0,0,1,208.87280771666667,repeat
290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,36,290,2412,2,20.0,0,1,1,1,1,0,1,1,1,1,1,266.36273746666666,skip
291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,360,291,2422,2,20.0,0,1,1,1,1,0,1,1,1,1,1,243.74558426666667,shorten
292,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,361,292,2430,2,0.0,0,1,1,1,1,0,1,1,0,0,1,201.91707071666667,extend
293,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,362,293,2437,2,0.0,0,1,1,1,0,1,0,1,0,0,1,196.23130408333333,repeat
294,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,363,294,2444,3,0.0,0,1,1,1,0,1,0,1,0,0,1,264.23272185,repeat
295,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,364,295,2451,3,0.0,0,1,1,1,0,1,0,1,0,0,1,201.28253565,repeat
296,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,365,296,2458,3,0.0,0,1,1,1,0,1,0,1,0,0,1,211.39049065,extend
297,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,366,297,2468,2,0.0,1,1,1,1,1,0,1,1,0,0,1,257.55120485,skip
298,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,367,298,2476,2,0.0,0,1,1,1,1,0,1,1,0,0,1,264.2649776,skip
299,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,368,299,2484,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1144.6469585833333,skip
300,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,369,300,2492,3,0.0,0,1,1,1,1,0,1,1,0,0,1,1113.32358185,skip
301,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,37,301,2500,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1199.4076593666666,skip
302,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,370,302,2507,3,0.0,0,1,1,1,0,1,0,1,0,0,1,263.2699831,skip
303,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,371,303,2515,3,0.0,0,1,1,1,1,0,1,1,0,0,1,242.41576723333333,shorten
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,372,304,2525,3,20.0,0,1,1,1,1,0,1,1,1,1,1,198.03244615,extend
305,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,373,305,2535,3,0.0,1,1,1,1,1,0,1,1,0,0,1,241.92287971666667,repeat
306,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,374,306,2543,3,0.0,0,1,1,1,1,0,1,1,0,0,1,241.27745563333335,repeat
307,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,375,307,2551,3,0.0,0,1,1,1,1,0,1,1,0,0,1,209.5031967,repeat
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,376,308,2561,3,20.0,0,1,1,1,1,0,1,1,1,1,1,198.65577583333334,no-action
309,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,377,309,2569,3,0.0,0,1,1,1,1,0,1,1,0,0,1,256.2628127333333,skip
310,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,378,310,2581,3,0.0,1,1,1,1,1,0,1,1,0,0,1,265.4581147833333,skip
311,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,379,311,2588,4,0.0,0,1,1,1,0,1,0,1,0,0,1,208.83014601666667,repeat
312,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,38,312,2595,2,0.0,0,1,1,1,0,1,0,1,0,0,1,179.2607374,insert
313,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,380,313,2602,4,0.0,0,1,1,1,0,1,0,1,0,0,1,209.68810963333334,repeat
314,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,381,314,2609,4,0.0,0,1,1,1,0,1,0,1,0,0,1,254.01387588333333,skip
315,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,382,315,2616,3,0.0,0,1,1,1,0,1,0,1,0,0,1,3785.79527975,skip
316,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,383,316,2624,3,0.0,0,1,1,1,1,0,1,1,0,0,1,4171.2058781666665,skip
317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,384,317,2634,3,20.0,0,1,1,1,1,0,1,1,1,1,1,4599.008083283334,skip
318,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,385,318,2644,4,0.0,1,1,1,1,1,0,1,1,0,0,1,254.47849153333334,repeat
319,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,386,319,2651,4,0.0,0,1,1,1,0,1,0,1,0,0,1,215.26114028333333,repeat
320,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,387,320,2658,4,0.0,0,1,1,1,0,1,0,1,0,0,1,207.10661996666667,extend
321,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,388,321,2666,4,0.0,0,1,1,1,1,0,1,1,0,0,1,251.66439793333333,skip
322,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,389,322,2674,4,0.0,0,1,1,1,1,0,1,1,0,0,1,272.2382205166667,skip
323,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,39,323,2681,2,0.0,0,1,1,1,0,1,0,1,0,0,1,243.74555023333335,repeat
324,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,390,324,2693,4,0.0,1,1,1,1,1,0,1,1,0,0,1,178.34508313333333,insert
325,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,391,325,2703,4,0.0,1,1,1,1,1,0,1,1,0,0,1,208.03860366666666,repeat
326,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,392,326,2711,4,0.0,0,1,1,1,1,0,1,1,0,0,1,263.15609085,skip
327,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,393,327,2719,4,0.0,0,1,1,1,1,0,1,1,0,0,1,242.5183528,shorten
328,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,394,328,2727,4,0.0,0,1,1,1,1,0,1,1,0,0,1,197.4724256,extend
329,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,395,329,2734,0,0.0,0,1,1,1,0,1,0,1,0,0,1,205.54552496666668,repeat
330,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,396,330,2741,0,0.0,0,1,1,1,0,1,0,1,0,0,1,251.25763246666668,repeat
331,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,397,331,2748,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1302.2014185166668,skip
332,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,398,332,2755,4,0.0,0,1,1,1,0,1,0,1,0,0,1,1086.08628725,skip
333,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,399,333,2763,4,0.0,0,1,1,1,1,0,1,1,0,0,1,1250.1435793166668,skip
334,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,4,334,2771,0,0.0,0,1,1,1,1,0,1,1,0,0,1,261.876629,skip
335,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,40,335,2779,2,0.0,0,1,1,1,1,0,1,1,0,0,1,215.14679343333333,repeat
336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,400,336,2789,4,20.0,0,1,1,1,1,0,1,1,1,1,1,170.49124231666667,insert
337,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,401,337,2799,0,0.0,1,1,1,1,1,0,1,1,0,0,1,261.55425391666665,repeat
338,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,402,338,2809,0,0.0,1,1,1,1,1,0,1,1,0,0,1,273.2624975,skip
339,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,403,339,2817,0,0.0,0,1,1,1,1,0,1,1,0,0,1,257.08659036666666,skip
340,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,404,340,2825,0,0.0,0,1,1,1,1,0,1,1,0,0,1,199.77298881666667,no-action
341,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,405,341,2833,0,0.0,0,1,1,1,1,0,1,1,0,0,1,210.07031511666668,repeat
342,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,406,342,2840,0,0.0,0,1,1,1,0,1,0,1,0,0,1,245.72004911666667,repeat
343,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,407,343,2850,0,0.0,1,1,1,1,1,0,1,1,0,0,1,205.55842741666666,repeat
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,408,344,2860,0,20.0,0,1,1,1,1,0,1,1,1,1,1,205.68216638333334,extend
345,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,409,345,2868,0,0.0,0,1,1,1,1,0,1,1,0,0,1,248.11114816666668,shorten
346,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,41,346,2876,2,0.0,0,1,1,1,1,0,1,1,0,0,1,255.60609986666665,skip
347,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,410,347,2883,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1153.6083904666666,skip
348,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,411,348,2890,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1029.2046315,skip
349,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,412,349,2897,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1174.1044653,skip
350,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,413,350,2904,1,0.0,0,1,1,1,0,1,0,1,0,0,1,253.02191313333333,skip
351,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,414,351,2914,0,0.0,1,1,1,1,1,0,1,1,0,0,1,243.62542533333334,shorten
352,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,415,352,2924,0,0.0,1,1,1,1,1,0,1,1,0,0,1,197.44680473333332,extend
353,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,416,353,2932,0,0.0,0,1,1,1,1,0,1,1,0,0,1,211.9145665,repeat
354,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,417,354,2939,1,0.0,0,1,1,1,0,1,0,1,0,0,1,253.29943746666666,repeat
355,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,418,355,2946,1,0.0,0,1,1,1,0,1,0,1,0,0,1,247.27515131666667,repeat
356,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,419,356,2954,1,0.0,0,1,1,1,1,0,1,1,0,0,1,195.3579311,no-action
357,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,42,357,2966,2,0.0,1,1,1,1,1,0,1,1,0,0,1,256.1114201,skip
358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,420,358,2976,1,20.0,0,1,1,1,1,0,1,1,1,1,1,269.0039009166667,skip
359,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,421,359,2986,1,0.0,1,1,1,1,1,0,1,1,0,0,1,206.99397105,repeat
360,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,422,360,2993,1,0.0,0,1,1,1,0,1,0,1,0,0,1,180.89936785,insert
361,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,423,361,3001,1,0.0,0,1,1,1,1,0,1,1,0,0,1,214.14097948333333,repeat
362,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,424,362,3009,1,0.0,0,1,1,1,1,0,1,1,0,0,1,267.5312519166667,skip
363,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,425,363,3017,1,0.0,0,1,1,1,1,0,1,1,0,0,1,1210.56800265,skip
364,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,426,364,3029,1,0.0,1,1,1,1,1,0,1,1,0,0,1,1028.90290765,skip
365,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,427,365,3036,2,0.0,0,1,1,1,0,1,0,1,0,0,1,1164.1425086833333,skip
366,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,428,366,3043,2,0.0,0,1,1,1,0,1,0,1,0,0,1,243.84796243333332,repeat
367,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,429,367,3050,2,0.0,0,1,1,1,0,1,0,1,0,0,1,221.50634091666666,repeat
368,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,43,368,3057,3,0.0,0,1,1,1,0,1,0,1,0,0,1,205.35432693333334,extend
369,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,430,369,3064,1,0.0,0,1,1,1,0,1,0,1,0,0,1,247.33432795,shorten
370,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,431,370,3072,1,0.0,0,1,1,1,1,0,1,1,0,0,1,258.67579055,skip
371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,432,371,3082,1,20.0,0,1,1,1,1,0,1,1,1,1,1,205.01183016666667,repeat
372,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,433,372,3092,2,0.0,1,1,1,1,1,0,1,1,0,0,1,182.9147211,insert
373,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,434,373,3099,2,0.0,0,1,1,1,0,1,0,1,0,0,1,251.03101053333333,repeat
374,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,435,374,3107,2,0.0,0,1,1,1,1,0,1,1,0,0,1,237.77777796666666,repeat
375,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,436,375,3115,2,0.0,0,1,1,1,1,0,1,1,0,0,1,248.07266281666668,shorten
376,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,437,376,3125,2,0.0,1,1,1,1,1,0,1,1,0,0,1,211.73264266666666,insert
377,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,438,377,3137,2,0.0,1,1,1,1,1,0,1,1,0,0,1,218.12385491666666,repeat
378,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,439,378,3147,2,0.0,1,1,1,1,1,0,1,1,0,0,1,243.55516988333332,repeat
379,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,44,379,3154,3,0.0,0,1,1,1,0,1,0,1,0,0,1,1194.0127917833333,skip
380,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,440,380,3162,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1233.7357890166666,skip
381,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,441,381,3170,2,0.0,0,1,1,1,1,0,1,1,0,0,1,1213.1558762166667,skip
382,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,442,382,3177,2,0.0,0,1,1,1,0,1,0,1,0,0,1,266.3659562,skip
383,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,443,383,3184,3,0.0,0,1,1,1,0,1,0,1,0,0,1,203.44070115,repeat
384,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,444,384,3191,3,0.0,0,1,1,1,0,1,0,1,0,0,1,183.66366645,insert
385,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,445,385,3198,3,0.0,0,1,1,1,0,1,0,1,0,0,1,250.49829923333334,repeat
386,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,446,386,3205,2,0.0,0,1,1,1,0,1,0,1,0,0,1,259.00936383333334,skip
387,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,447,387,3213,2,0.0,0,1,1,1,1,0,1,1,0,0,1,261.3850594,skip
388,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,,448,388,3221,2,0.0,0,1,1,1,1,0,1,1,0,0,1,206.56349695,extend
389,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,449,389,3229,3,0.0,0,1,1,1,1,0,1,1,0,0,1,219.93761566666666,repeat
390,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,45,390,3236,3,0.0,0,1,1,1,0,1,0,1,0,0,1,259.1307709,repeat
391,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,450,391,3246,3,0.0,1,1,1,1,1,0,1,1,0,0,1,235.85080415,repeat
392,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,451,392,3254,3,0.0,0,1,1,1,1,0,1,1,0,0,1,197.93207118333333,no-action
393,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,452,393,3262,3,0.0,0,1,1,1,1,0,1,1,0,0,1,245.65752196666668,shorten
394,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,,453,394,3270,3,0.0,0,1,1,1,1,0,1,1,0,0,1,246.45471828333334,no-action
395,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,454,395,3277,3,0.0,0,1,1,1,0,1,0,1,0,0,1,3936.6161471833334,skip
396,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,455,396,3285,3,0.0,0,1,1,1,1,0,1,1,0,0,1,4677.421528883333,skip
397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,456,397,3295,3,20.0,0,1,1,1,1,0,1,1,1,1,1,4170.20393445,skip
398,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,457,398,3303,3,0.0,0,1,1,1,1,0,1,1,0,0,1,257.97544543333333,skip
399,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,458,399,3310,3,0.0,0,1,1,1,0,1,0,1,0,0,1,244.60516613333334,shorten
400,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,459,400,3317,4,0.0,0,1,1,1,0,1,0,1,0,0,1,211.2382506,insert
401,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,46,401,3324,2,0.0,0,1,1,1,0,1,0,1,0,0,1,254.87332753333334,repeat
402,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,460,402,3331,4,0.0,0,1,1,1,0,1,0,1,0,0,1,240.24919093333332,repeat
403,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,461,403,3338,4,0.0,0,1,1,1,0,1,0,1,0,0,1,208.16655106666667,repeat
404,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,462,404,3348,3,0.0,1,1,1,1,1,0,1,1,0,0,1,207.57402553333333,extend
405,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,463,405,3358,3,0.0,1,1,1,1,1,0,1,1,0,0,1,248.52173108333332,shorten
406,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,,464,406,3366,3,0.0,0,1,1,1,1,0,1,1,0,0,1,260.75563973333334,skip
407,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,465,407,3373,4,0.0,0,1,1,1,0,1,0,1,0,0,1,243.44197545,repeat
408,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,,466,408,3380,4,0.0,0,1,1,1,0,1,0,1,0,0,1,177.47477721666667,insert
409,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,,467,409,3388,4,0.0,0,1,1,1,1,0,1,1,0,0,1,199.14430048333332,repeat
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,Inserted_Activity_resource,468,410,3398,4,20.0,0,1,1,1,1,0,1,1,1,1,1,255.5731959,skip
